Coin,Description,Rang,Prix,Prix - Devise,Capitalisation,Capitalisation boursière - Devise,Changement de prix % 24 heures,Performance % 1 semaine,Performance % 1 mois,Performance % 3 mois,Performance % 6 mois,Performance % Année écoulée,Performance % 1 année,Performance % 5 années,Performance % 10 années,Performance % Tout l'historique,Volatilité 1 jour,Catégorie,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile exponentielle (34) 4 heures,Moyenne mobile exponentielle (200) 4 heures,persum,persum_long,mrat2,mratlong,diff,difflong
LUNC,Terra Classic,156,0.000059207,USD,325848527,USD,-1.100938889,1.716258933,-14.47412137,-3.695570845,-20.10606286,-45.10754682,-29.02966737,-36.33655914,-36.33655914,-36.33655914,1.463902836,"Plateformes de smart contracts, Paiements, Niveau 1",6.00683E-05,6.2392E-05,5.95218E-05,6.05739E-05,-38.27575507,-97.93884789,0.982631635,0.962756291,0.97743438,0.948951865
SHIB,Shiba Inu,22,0.000012458,USD,7340826221,USD,-0.701362876,-3.396401985,-19.42827577,-12.92374362,-20.11542161,-41.06906339,-11.71426547,10642719.48,772294.6033,772294.6033,1.664366323,"Memes, Crypto-monnaies, Mèmes animaliers",1.2799E-05,1.33078E-05,1.25814E-05,1.29728E-05,-52.467441,-85.82249409,0.969832409,0.961767109,0.960317912,0.936139548
ZETRIX,Zetrix,215,15.846,USD,4966135822,USD,0.246726134,-3.90539721,-3.759489827,-13.41929844,-13.02009002,-10.64621631,-2.892511337,231.4369379,231.4369379,231.4369379,0.563933595,"Interopérabilité, Web3, Niveau 1",16.23261905,16.884615,16.0149182,16.38680676,-30.19887829,-39.9781161,0.977305612,0.961385205,0.966997429,0.938487493
VIRTUAL,Virtuals Protocol,93,1.1995,USD,786290483.2,USD,-2.725060827,0.934028946,-38.12545136,-38.14459571,-3.062873768,-69.37003652,3640.255691,3900.3335,3900.3335,3900.3335,3.174738276,"Gaming, Gestion des données & IA, Metaverse",1.265604762,1.3170724,1.221108987,1.362740485,-79.33292083,3529.678185,0.89606862,0.960922696,0.880211613,0.910732014
SAND,The Sandbox,99,0.27793,USD,715194265.2,USD,-1.57937604,-2.596901942,-18.45494821,-9.809839045,-21.88369544,-48.9999266,1.345244812,527.6838549,3231.922704,3231.922704,2.268486334,"Gaming, NFTs & Collectibles, Metaverse, Marketplace",0.28383381,0.29542505,0.282556095,0.287743753,-50.1484827,-79.34821627,0.98197126,0.960764192,0.965894124,0.940780073
BTT,BitTorrent-New,104,6.61E-07,USD,651549760.8,USD,0.078759239,-2.413232905,-9.461366657,-7.887473165,-22.14995994,-37.73464003,-28.0453011,-64.71430097,-64.71430097,-64.71430097,1.61030101,"Computing dématérialisé & stockage, Web3, DePIN",6.70E-07,6.99E-07,6.62E-07,6.73E-07,-39.49879976,-95.81737424,0.983261833,0.958244304,0.981288778,0.9448995
ZRX,0x Protocol,287,0.2437,USD,206754242.4,USD,-1.607106804,-0.351651946,-18.89913142,-7.517741262,-24.97845093,-46.60034621,-24.37830089,-64.86493111,118.1248601,118.1248601,2.191723851,"Échange décentralisé, DeFi, DAO, Made in America, Tokens d'échange",0.249324286,0.2603052,0.24632411,0.251701282,-51.39532361,-103.4748393,0.978636692,0.957815233,0.968211198,0.936208727
GALA,Gala,98,0.016326,USD,746422486.5,USD,-1.466328747,-2.175085386,-19.02589029,-13.13185059,-29.28181582,-52.41481827,-11.05522628,772.2784709,772.2784709,772.2784709,2.420057235,"Gaming, NFTs & Collectibles, Niveau 1, Made in America",0.016579238,0.017320285,0.016542671,0.016763186,-61.4395567,-105.883711,0.986845288,0.957215086,0.973919874,0.942594189
XEC,eCash,140,0.000019879,USD,395780857,USD,-0.971163903,-3.255791318,-17.9807732,-11.47183255,-24.66080497,-40.16854778,-41.99299679,1887.9,1887.9,1887.9,1.427915753,"Crypto-monnaies, Niveau 1",2.07286E-05,2.17069E-05,2.01584E-05,2.09493E-05,-54.11341072,-118.2941821,0.962246023,0.954930505,0.948910181,0.915792175
ATH,Aethir,144,0.033268,USD,379514325.6,USD,-1.658144415,-2.405538606,-5.100410771,-35.19052443,-14.44735895,-45.75309407,-46.19266352,66.35663566,66.35663566,66.35663566,2.599162355,"Computing dématérialisé & stockage, Gestion des données & IA, DePIN",0.033945095,0.03558525,0.033150185,0.033581875,-54.73829415,-141.583641,0.987145173,0.95390914,0.990653455,0.934881728
BABYDOGE,Baby Doge Coin,288,1.22E-09,USD,205866319.8,USD,-2.031837453,-6.696632638,-22.6146847,-25.56825088,-28.18693562,-60.35928144,19.58793087,362.8495843,362.8495843,362.8495843,2.09882664,"Memes, Échange décentralisé, Gaming, Gestion des données & IA, NFTs & Collectibles, Interopérabilité, Paiements, Social, médias et contenu, Marketing, Fidélisation & récompenses, DeFi, Immobilier, Marketplace, Web3, Made in America, Tap-to Earn, Actifs réels, Tokens d'échange, Mèmes animaliers",1.30E-09,1.37E-09,1.26E-09,1.32E-09,-76.36987119,-94.52653707,0.949816579,0.95390069,0.926836058,0.89543345
OP,Optimism,68,0.72352,USD,1267742207,USD,0.109307764,-3.833271306,-9.66388653,-2.797108848,-36.67775249,-58.6678092,-50.02497957,-60.19490435,-60.19490435,-60.19490435,2.748342494,"Scaling, Made in America",0.731137143,0.7676553,0.724533273,0.719106019,-49.13874787,-148.1676501,1.007547224,0.952428965,1.006138151,0.942506357
UPC,UPCX,266,3.3061,USD,309044209.2,USD,1.939442526,-1.283927025,0.474092083,-16.7208242,18.2185511,-8.832450916,81.63446117,901.3978558,901.3978558,901.3978558,1.811983661,Paiements,3.343871429,3.5153145,3.281995139,3.343834498,1.971818979,74.29973715,0.981506454,0.951229663,0.988715202,0.940484841
RYO,RYO Coin,229,6.9662,USD,1524223285,USD,-1.195659882,-4.843732925,-3.624692178,76.23010954,-42.8672189,-42.04974628,-30.02310397,7.172307692,7.172307692,7.172307692,1.088344555,"Paiements, Niveau 1",7.097857143,7.485284,7.038840604,6.720210914,29.73819847,-38.7099596,1.047413644,0.948241529,1.03660437,0.930652731
CHZ,Chiliz,142,0.039707,USD,388791097.5,USD,-1.539873041,-1.147679745,-14.26381362,-9.207938903,-24.59598549,-51.48749527,-30.37139523,140.8062494,131.6722387,131.6722387,1.64068073,"Fidélisation & récompenses, Sports, Niveau 1",0.040620048,0.042934745,0.040097804,0.040654617,-48.06773801,-115.6628149,0.986303801,0.946088014,0.97669103,0.924822076
STX,Stacks,73,0.65894,USD,1181712245,USD,-1.724240797,-8.052745413,-27.0341498,-27.10840708,-29.01036392,-57.04152813,-59.17313574,152.1870415,118.896661,118.896661,2.103209353,"Plateformes de smart contracts, Gaming, NFTs & Collectibles, DeFi, Metaverse, Web3, Made in America",0.708688095,0.74963495,0.679733722,0.725202283,-83.1529208,-172.3334349,0.937302237,0.945377607,0.908629241,0.879014512
FLOW,Flow,106,0.37289,USD,598051735.9,USD,-1.495297474,-3.663420053,-16.01954867,-8.349309345,-29.61550803,-46.3822506,-34.93035634,-95.33106015,-95.33106015,-95.33106015,1.894565659,"Plateformes de smart contracts, NFTs & Collectibles, Sports, Niveau 1",0.377885238,0.3998446,0.378918879,0.382592406,-53.98436605,-119.2774243,0.990398326,0.945080259,0.974640359,0.93258731
QTUM,Qtum,185,2.2079,USD,233545563.8,USD,-4.327256944,4.699355083,-12.88960783,-1.433035714,-28.17501627,-26.56733296,-12.18646064,-41.46230068,-65.58800511,-65.58800511,7.285406249,Plateformes de smart contracts,2.138514286,2.2630975,2.167730216,2.168345243,-42.49765981,-68.36184558,0.999716361,0.944950134,1.018241909,0.975609756
JUP,Jupiter,60,0.49364,USD,1509685500,USD,-0.949208324,-3.063388579,-22.07734807,-11.46741275,-37.47197487,-39.46261482,-37.90338381,-25.26615228,-25.26615228,-25.26615228,3.341114678,"Échange décentralisé, Produits dérivés, Interopérabilité, DeFi, Tokens d'échange",0.498102857,0.52734745,0.496295769,0.505471903,-71.01673568,-126.3053862,0.981846403,0.944543976,0.976592364,0.936081136
GLM,Golem,182,0.24264,USD,242640000,USD,-1.413944417,-2.644143963,-15.60934891,-7.286691376,-19.57573749,-33.90176796,-22.75129182,109.6358174,1517.288402,1517.288402,1.923157323,"Computing dématérialisé & stockage, Gestion des données & IA, Paiements, Web3, DePIN",0.249490952,0.26422645,0.248759086,0.254543816,-42.47177778,-83.51548865,0.977274129,0.944231557,0.953234708,0.918303221
VET,VeChain,48,0.023746,USD,2041800788,USD,-1.973901553,-3.632157786,-15.56977778,-15.0958238,-26.79121963,-44.8639361,-1.508235506,32.0087613,-5.316449841,-5.316449841,2.013336753,"Plateformes de smart contracts, Internet des objets, Logistique, Niveau 1, Actifs réels",0.024198143,0.025668635,0.023927903,0.024359456,-57.45682121,-88.25921504,0.982283955,0.942712492,0.974816504,0.925097887
CHEEMS,Cheems,184,1.2662E-06,USD,237406213,USD,0.229521171,-1.170777396,-9.57006142,-20.79319404,23.5521989,23.53532299,4427.077371,4427.077371,4427.077371,4427.077371,2.636458921,"Memes, Mèmes animaliers",1.26073E-06,1.34032E-06,1.27283E-06,1.30391E-06,-6.811056563,4453.371699,0.976162995,0.940622163,0.971081869,0.944700795
GRT,The Graph,78,0.090525,USD,946664247.6,USD,-0.87792276,-2.529233155,-20.26336651,-17.15475428,-34.72382463,-54.58536096,-39.59816314,-30.36538462,-30.36538462,-30.36538462,2.185061065,"Gestion des données & IA, Solutions d'entreprise, Web3, Made in America",0.093757333,0.100095835,0.091557481,0.095440917,-72.14194542,-146.062103,0.959310579,0.93667567,0.948492564,0.904383284
TWT,Trust Wallet Token,157,0.76333,USD,318041368.2,USD,0.348340453,-1.779556333,-8.002603256,-8.269041267,-27.07270469,-37.18999424,-17.02907727,2098.134783,11381.77173,11381.77173,3.181770173,Paiements,0.773193333,0.8277061,0.767513679,0.775574035,-43.34434921,-89.56081747,0.989607238,0.934139948,0.984212938,0.92222348
DOT,Polkadot,24,3.8486,USD,6194294910,USD,-0.650507241,-3.476123596,-15.45440566,-15.64527442,-23.65100778,-41.95085899,-17.48284734,35.75370557,84.7507625,84.7507625,2.156212704,"Plateformes de smart contracts, Niveau 1",3.881719048,4.155901,3.871249199,3.91789915,-54.75068785,-98.72998852,0.988093121,0.93402587,0.982312166,0.926056708
ZIL,Zilliqa,194,0.011534,USD,220392520.8,USD,1.469294387,1.469165127,-15.09128386,-8.958875997,-22.72544553,-42.5969243,-19.4942109,-45.63757314,-91.60373838,-91.60373838,2.907858353,"Plateformes de smart contracts, Gaming, Niveau 1",0.011377143,0.01223465,0.011280958,0.01154232,-46.77560539,-93.77545673,0.977356195,0.929911554,0.999279139,0.942732283
THETA,Theta Network,94,0.78539,USD,785390000,USD,-0.78194083,-5.756215801,-19.8270758,-9.582906416,-41.9433767,-64.64277675,-36.60153334,86.91484247,411.9412101,411.9412101,2.118842237,"Plateformes de smart contracts, Computing dématérialisé & stockage, Gestion des données & IA, Solutions d'entreprise, Social, médias et contenu, Web3, Niveau 1, DePIN, Made in America",0.813119048,0.8749995,0.798276913,0.81940107,-71.35335892,-152.7705932,0.974220003,0.929279443,0.958492769,0.897589084
SFP,SafePal,187,0.45788,USD,228940000,USD,-3.427330057,-5.564492843,-13.52760099,-15.01382779,-30.12559325,-36.94936726,-38.88414309,-53.87890469,-53.87890469,-53.87890469,1.789366053,Paiements,0.481259524,0.52453475,0.471786761,0.485887655,-58.66702203,-120.9729314,0.970979108,0.917497885,0.942357756,0.87292596
KSM,Kusama,179,14.535,USD,246200693.9,USD,-0.199216872,-3.80542687,-16.20546524,-20.30813093,-28.55738511,-55.90644339,-26.5509589,-2.831000841,749.1805209,749.1805209,2.182302996,"Plateformes de smart contracts, Made in America",14.78395238,16.213655,14.62343344,14.93852572,-65.07098127,-131.3229183,0.978907404,0.911821078,0.972987581,0.896466589
AKT,Akash Network,164,1.1743,USD,291562008.7,USD,-1.50918085,-9.460292984,-21.62450778,-22.35006282,-35.44255085,-57.99320336,-52.61010032,164.3077889,164.3077889,164.3077889,4.457820815,"Computing dématérialisé & stockage, Gestion des données & IA, Web3, DePIN, Made in America",1.236838095,1.3615998,1.221596147,1.260837,-79.41712145,-168.3959174,0.96887714,0.908371237,0.931365434,0.862441372
SAFE,Safe,176,0.41233,USD,255812271.1,USD,-1.809566894,-4.300700924,-23.7611863,-20.77128528,-25.99565662,-58.287304,-44.33480893,-94.87858497,-94.87858497,-94.87858497,1.836819776,Paiements,0.434590476,0.47915915,0.422694066,0.445347561,-70.52812821,-149.3890548,0.949132999,0.906985656,0.925861139,0.860528282
NEO,Neo,124,6.579,USD,464074969.1,USD,-2.086930634,5.878944912,-10.99717258,1.676841048,-38.88527636,-51.37112869,-35.60732113,-60.87191963,3525.132933,3525.132933,4.137771969,"Plateformes de smart contracts, Solutions d'entreprise",6.264433333,6.918558,6.379240819,6.31138294,-48.20560789,-124.1868851,1.010751666,0.905453612,1.042402285,0.950920698
AXL,Axelar,158,0.30803,USD,315008111.8,USD,-0.465447023,-9.634171385,-23.62640087,-13.4528392,-36.03098457,-52.36379382,-46.84626187,-64.01518692,-64.01518692,-64.01518692,2.357583394,"Interopérabilité, Made in America, Actifs réels",0.337601905,0.3729451,0.317473001,0.345453022,-73.11022464,-148.6938795,0.919004845,0.905232177,0.891669722,0.82593926
FIL,Filecoin,57,2.4041,USD,1646074271,USD,-1.179759115,-4.112156988,-18.03831992,-15.53892636,-29.93617579,-51.37239831,-36.62971626,-86.4037226,-79.04887231,-79.04887231,1.810755043,"Computing dématérialisé & stockage, Gestion des données & IA, Web3, Niveau 1, DePIN, Made in America",2.476328571,2.739133,2.440435111,2.507013799,-63.51342208,-133.4772167,0.973443031,0.904055616,0.958949648,0.87768648
ZK,zkSync,127,0.06158,USD,465671247.1,USD,-1.141288645,-3.382703653,-0.872476739,-2.64647295,-42.38398204,-66.53442748,-46.99072966,-38.3768638,-38.3768638,-38.3768638,3.352280282,Vie privée,0.059201286,0.06556366,0.062571174,0.058907004,-45.90293173,-158.5556121,1.062202622,0.90295883,1.045376543,0.939239817
MX,MX TOKEN,163,2.9836,USD,278893006.5,USD,12.71961175,22.94886059,34.63291368,11.1169044,-12.11264287,-14.72261126,-20.65526687,1991.972906,1459.394773,1459.394773,24.25736807,"Échange centralisé, Tokens d'échange",2.434785714,2.708748,2.604496049,2.410477122,33.63717521,-36.37361659,1.080489844,0.89886018,1.237763251,1.10146828
ROSE,Oasis,294,0.026777,USD,198341302.9,USD,-3.712764427,-2.809335414,-17.57372407,-17.80901808,-37.94581817,-66.5884731,-55.79385743,-60.82724915,-60.82724915,-60.82724915,2.668890742,"Vie privée, Plateformes de smart contracts, Gestion des données & IA, Niveau 1, DePIN",0.027381048,0.030566375,0.027512369,0.027638337,-73.32856032,-178.1371668,0.995442297,0.895789822,0.96883544,0.876027988
KAVA,Kava,138,0.37156,USD,402344910.5,USD,-0.289855072,4.052199726,-14.21315109,-9.452906056,-15.06229283,-16.58772028,8.402137152,-90.49219814,-19.78728649,-19.78728649,1.060499757,"Plateformes de smart contracts, Web3, Niveau 1, Made in America",0.3835,0.4285767,0.375490683,0.389570835,-38.72834998,-32.70078202,0.963857272,0.894822327,0.953767495,0.86696267
ACH,Alchemy Pay,296,0.020431,USD,192072060.6,USD,-4.258010118,-4.052784822,-19.55032289,-15.9045071,-39.23324014,-19.69262215,0.734641554,-29.73206286,-29.73206286,-29.73206286,4.158240024,Paiements,0.021406762,0.023925565,0.021018442,0.021560941,-74.68807013,-74.09572783,0.974838789,0.89472336,0.947593132,0.853940126
EGLD,MultiversX,135,14.835,USD,423498149.8,USD,-2.007793409,-2.734067663,-18.48005275,-17.09974853,-36.70805068,-55.58516212,-47.24745089,-14.79846923,3065.134913,3065.134913,2.454744926,"Plateformes de smart contracts, Gaming, Computing dématérialisé & stockage, Identité, Scaling, Solutions d'entreprise, Paiements, Fidélisation & récompenses, DeFi, Metaverse, Web3, Niveau 1, DePIN",15.14133333,16.923795,14.99174405,15.30141316,-72.28785197,-156.6404122,0.979762058,0.894677189,0.969518295,0.876576442
APT,Aptos,37,4.437,USD,3042829577,USD,-0.430889383,-6.099212732,-18.9692642,-16.90544413,-26.34828943,-49.0111355,-30.21068441,-49.50913353,-49.50913353,-49.50913353,2.163730665,"Plateformes de smart contracts, Niveau 1, Made in America",4.53982381,5.1442495,4.503786476,4.640231754,-62.22299776,-122.4755535,0.970595159,0.882504593,0.956202241,0.862516486
AMP,Amp,161,0.0035692,USD,300818739.6,USD,-0.896798734,0.907523112,-15.11202017,-20.95670468,-33.14101603,-51.93579229,-7.400296801,-62.52182779,-62.52182779,-62.52182779,1.523939497,"Paiements, DeFi, Made in America",0.003617724,0.004110536,0.003599328,0.003677333,-69.20974089,-113.4338098,0.978787758,0.8801101,0.970594769,0.868305358
SNX,Synthetix,192,0.64635,USD,221999389.4,USD,-3.14232625,-1.101675465,-12.41751243,-16.49009018,-36.95376512,-66.24275343,-57.88577645,-87.829782,42.35153683,42.35153683,3.4114804,"Échange décentralisé, Produits dérivés, DeFi, DAO, Actifs réels, Tokens d'échange",0.64854,0.7394157,0.663031721,0.653114521,-65.86136773,-177.5723852,1.015184473,0.877097957,0.989642672,0.874136159
W,Wormhole,146,0.07896,USD,373127090.9,USD,-0.876763261,-1.980013655,-16.6429137,-17.96363636,-52.39358495,-72.32580962,-67.59891195,-94.84372093,-94.84372093,-94.84372093,2.396809417,"NFTs & Collectibles, Interopérabilité, DeFi, Web3, DAO",0.081968667,0.09394821,0.079861841,0.081732871,-87.00013501,-210.2819429,0.977107986,0.872487796,0.96607398,0.840463059
HNT,Helium,121,2.5778,USD,479424193.3,USD,-2.485435424,-2.378247368,-31.87812161,-35.32215978,-27.37364062,-56.14793141,-62.4043187,68.99067966,842.7383202,842.7383202,2.217433888,"Internet des objets, Solutions d'entreprise, Web3, DePIN, Made in America",2.777642857,3.199364,2.651280429,2.876307992,-94.573922,-181.2480505,0.921765137,0.868185945,0.896218349,0.805722637
GT,GateToken,45,18.672,USD,2294986499,USD,5.200292974,6.290203222,5.832341439,-12.34214356,-20.31410038,11.88207802,145.0858405,3042.376304,1867100,1867100,8.633941094,"Échange centralisé, Tokens d'échange",17.19085714,19.840855,17.58250932,17.20420535,-26.8239025,124.3116746,1.02198904,0.866437315,1.085316039,0.941088476
CORE,Core,120,0.47883,USD,483166742.5,USD,-1.693697393,-0.30398301,-20.59335666,-40.54238635,-9.3125,-54.46219686,-53.99309753,-90.00492625,-90.00492625,-90.00492625,1.815993412,"Scaling, Web3, DAO, Niveau 1",0.49239381,0.5709389,0.482439397,0.509274279,-70.44824301,-158.3101807,0.947307605,0.862428203,0.94022027,0.838671178
JTO,Jito,105,1.7755,USD,653799224.1,USD,1.718606783,-1.590732735,-19.82750835,-10.95787362,-39.99053638,-46.53879739,-25.28922779,787.7322454,787.7322454,787.7322454,2.678212995,"Produits dérivés, DeFi, DAO",1.766295238,2.055359,1.737339086,1.8237439,-70.77591836,-122.7764352,0.952622287,0.859360938,0.973546779,0.863839358
STRK,Starknet,117,0.12847,USD,492770417.3,USD,-6.034230544,-2.415495632,-13.4765625,-17.19626168,-45.04897558,-72.54151794,-65.46590319,-74.31165144,-74.31165144,-74.31165144,3.254858587,"Vie privée, Scaling, Web3",0.129971429,0.152982,0.133568708,0.131464792,-75.72179976,-200.2526584,1.016003648,0.849586413,0.977219818,0.839771999
A,Vaulta,95,0.49178,USD,779915728.9,USD,-2.146964602,-4.497611372,-18.30761308,-32.67670786,-23.62936822,-36.44441896,-4.600019899,-92.24664602,-92.24664602,-92.24664602,1.692405766,"Crypto-monnaies, Plateformes de smart contracts, Solutions d'entreprise, DeFi, Made in America",0.514052381,0.605769083,0.499804968,0.524565428,-74.61368917,-97.35051494,0.952798149,0.848594614,0.937499831,0.8118275
EOS,EOS,238,0.4918,USD,779946040.6,USD,-1.993223042,-4.597478177,-18.44788989,-32.65412319,-23.58251628,-36.41723121,-4.612556979,-84.92725252,-52.31446468,-52.31446468,1.886014635,"Plateformes de smart contracts, Made in America, Portefeuille financier World Liberty",0.513557143,0.60626405,0.499388513,0.526247565,-74.68452936,-97.26642766,0.948961185,0.847084934,0.934541142,0.811197695
ASTR,Astar,290,0.025187,USD,205372634,USD,3.005889089,2.586347344,-11.52211332,-14.06687137,-44.73747724,-57.39970232,-62.81236389,-83.21538051,-83.21538051,-83.21538051,4.168209686,"Plateformes de smart contracts, Interopérabilité, Scaling, Web3, Niveau 1",0.024500762,0.02894658,0.024429922,0.024738988,-70.32646194,-179.0164148,0.987506925,0.84641301,1.018109568,0.870120063
PYTH,Pyth Network,101,0.11739,USD,674990721.6,USD,-2.028211335,-2.887160821,-20.7359892,-11.1825679,-50.82111437,-66.6751831,-60.036938,-75.97218595,-75.97218595,-75.97218595,2.506482282,"Oracles, Interopérabilité",0.12071381,0.142873275,0.119238804,0.121336317,-82.73967147,-188.7158034,0.982713231,0.844901256,0.967476207,0.821637217
ZRO,LayerZero,149,1.9208,USD,348970832.3,USD,-2.886900248,-8.880455408,-15.39071447,-27.43757319,-34.55536627,-61.51318426,-45.34032083,380.3873511,380.3873511,380.3873511,2.089143819,Interopérabilité,1.994585714,2.379151,2.003896835,2.017910474,-77.38365394,-168.8464446,0.993055371,0.838360287,0.951875727,0.807346822
XCN,Onyxcoin,133,0.012302,USD,427693762,USD,-2.911472306,-5.587106677,-33.69623801,-32.88597927,-31.54145799,423.756812,828.5229074,-73.86170842,-73.86170842,-73.86170842,1.891427168,"Solutions d'entreprise, Niveau 1, Made in America",0.013458857,0.016108532,0.012674404,0.0141806,-98.12367526,1187.852282,0.893784715,0.835511065,0.867523223,0.763694644
AXS,Axie Infinity,143,2.2869,USD,380689023.5,USD,-1.604784236,-3.762151244,-21.0106383,-19.73254712,-46.27528367,-63.16204897,-53.61170635,1176.976113,1176.976113,1176.976113,1.996627917,"Gaming, NFTs & Collectibles, Metaverse",2.367909524,2.835968,2.317422494,2.404550819,-87.01846909,-182.7815861,0.963765238,0.834956362,0.951071602,0.806391327
BSV,Bitcoin SV,111,25.8,USD,513662520,USD,-2.287358934,-6.785172339,-15.60353288,-29.82837871,-31.33732535,-48.76377718,-41.8576542,-86.63904713,-70.78232036,-70.78232036,1.78930359,"Crypto-monnaies, Scaling",27.03604762,32.555535,26.57032825,27.60188412,-76.76923693,-151.7871354,0.962627339,0.830459325,0.9347188,0.792491968
AB,AB,103,0.008953,USD,659964013.1,USD,-6.817235637,7.270374542,3.69469539,57.1859967,-13.88033859,5392.638037,21267.54177,738.6099663,738.6099663,738.6099663,2.742443431,"Solutions d'entreprise, Marketplace",0.00853471,0.010421943,0.009227695,0.008714152,47.0003535,26703.48546,1.058931979,0.818917306,1.027409157,0.859052862
BLUR,Blur,300,0.077105,USD,191104441.8,USD,-1.652913643,-4.849756278,-29.43625881,-24.5400274,-48.38677288,-67.88763483,-56.48180648,-91.23806818,-91.23806818,-91.23806818,2.212529738,"NFTs & Collectibles, Made in America",0.082602714,0.10092997,0.078686611,0.084910271,-102.3630591,-197.2962416,0.926703093,0.818416118,0.908076243,0.763945536
FTT,FTX Token,160,0.94744,USD,311608377.2,USD,6.431887414,4.418622598,-11.33214754,-18.13034834,-50.17622304,-74.40757654,-31.50300204,-71.15443587,-45.20588235,-45.1891054,7.663504195,"Échange centralisé, Produits dérivés, Tokens d'échange",0.918649048,1.1359127,0.910281925,0.922506871,-79.63871892,-174.21715,0.986748124,0.808732086,1.027027581,0.834078182
RON,Ronin,147,0.53564,USD,371263396.7,USD,0.980484586,-4.034685395,-10.31411158,-22.75834223,-56.28142344,-72.34692824,-68.32226628,-84.99009019,-84.99009019,-84.99009019,2.302819857,"Plateformes de smart contracts, Gaming, NFTs & Collectibles, Niveau 1",0.541350476,0.66972165,0.536161025,0.542608208,-89.35387725,-219.7089602,0.988118162,0.808321601,0.987157939,0.79979496
MOCA,Moca Network,178,0.069351,USD,251403368.2,USD,-2.179955695,-4.31045188,-24.34051188,-23.02287636,-47.95031522,-75.3453731,-50.50952687,-18.40098835,-18.40098835,-18.40098835,1.691773224,"Gaming, Identité, NFTs & Collectibles, Metaverse",0.073066286,0.09046998,0.070910017,0.075568352,-95.31370346,-196.8280916,0.938356002,0.807630174,0.917725453,0.766563671
EDLC,Edelcoin,210,3.0187,USD,8002139599,USD,-2.706185567,-2.518810346,-0.267609356,-5.56824225,-32.81625568,-16.98886292,168.3050396,169.8641159,169.8641159,169.8641159,0.552706932,"Stablecoins, Stablecoins couverts par des actifs",2.991633333,3.7182265,3.071898418,3.032547689,-38.65210728,112.9316787,1.012976129,0.804586093,0.995433645,0.811865549
TRUMP,OFFICIAL TRUMP,55,8.4961,USD,1699213940,USD,-3.402010279,-6.503725061,-23.87689275,-32.22098125,-48.52408361,122.8193024,122.8193024,122.8193024,122.8193024,122.8193024,1.490917332,"Memes, Made in America",9.014242857,11.2328135,8.812851397,9.251445176,-104.6219576,164.8935399,0.952591863,0.80249199,0.918353818,0.756364378
MINA,Mina,190,0.18132,USD,226324047.9,USD,-2.047431257,-4.367088608,-23.96846696,-27.6138768,-50.00964958,-68.36485449,-60.60941313,-98.1868,-98.1868,-98.1868,2.143256855,"Vie privée, Plateformes de smart contracts, Niveau 1",0.189032381,0.23638215,0.185277052,0.193239602,-101.5919933,-206.597794,0.958794419,0.799689744,0.93831698,0.767062995
TIA,Celestia,67,1.6755,USD,1263906326,USD,-2.228704784,-4.142113393,-24.07214393,-32.58901629,-55.39612395,-63.68267042,-67.50283303,-25.8668872,-25.8668872,-25.8668872,2.277269699,"Outils de développement, Scaling, Niveau 1",1.744285714,2.498368,1.722940126,1.789093862,-112.0572842,-219.1706437,0.963023887,0.698170051,0.936507601,0.670637792
S,Sonic,81,0.3234,USD,931392000,USD,1.179488784,6.679861455,-15.32479774,-31.05800593,-59.73906332,-58.77156079,-58.77156079,-58.77156079,-58.77156079,-58.77156079,2.39490925,Niveau 1,0.308964762,0.4490126,0.317151365,0.320117723,-106.121867,-208.3401908,0.99073354,0.6880982,1.010253343,0.720247049
PLUME,Plume,191,0.083771,USD,221993150,USD,0.927867351,-14.84090678,-32.49173987,-48.91700713,-43.14828639,130.4212365,130.4212365,130.4212365,130.4212365,130.4212365,5.989835283,"Niveau 1, Made in America, Actifs réels",0.092949905,0.136219385,0.087274983,0.097011432,-124.5570334,168.7771794,0.899636062,0.682354459,0.863516783,0.61497121
ZBU,ZEEBU,251,1.9763,USD,511804071.3,USD,-0.443302604,-1.470734869,-28.73575653,-42.28938531,-48.20473844,-50.23042635,-58.83857423,355.2637641,355.2637641,355.2637641,1.357489155,Fidélisation & récompenses,1.955157143,3.0537725,1.985532509,2.141251731,-119.2298803,-199.5631243,0.927276546,0.640243221,0.922964811,0.647166742
CHEEL,Cheelee,298,3.3826,USD,192222278.1,USD,-1.648591283,-5.230717508,-20.60928955,-33.78486836,-57.98534344,-58.63224449,-84.44989659,-63.24951715,-63.24951715,-63.24951715,2.215427047,"NFTs & Collectibles, Social, médias et contenu",3.745304762,6.1080525,3.436614812,3.892976711,-112.3795013,-234.8523529,0.882773021,0.613174946,0.868898083,0.553793537
DEXE,DeXe,107,7.0742,USD,592347164.2,USD,-2.205384179,-0.99505969,-4.544595871,-43.20192694,-62.11129559,-52.53170503,-16.68982735,352.5616524,352.5616524,352.5616524,1.514612814,"Gestion des données & IA, Asset Management, DeFi",7.537880952,12.7226855,7.227004396,7.579561061,-109.8578184,-174.5347549,0.953485873,0.592475618,0.933325814,0.556030407
