Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat
JEF,Jefferies Financial Group Inc.,59.15,USD,NYSE,-0.370557521,12201474878,USD,22.41973998,2.52652855,254.945504,3.300733496,-12.05768659,25.10575296,6.251122687,58.77190476,61.95435,56.5896,1.465354,1.6843514,1.502877359,5.74789566,,16.34879987,0.948632417
HRL,Hormel Foods Corporation,28.91,USD,NYSE,0.94273743,15897452579,USD,21.26360694,4.024092179,-45.401322,-11.04615385,-0.034578147,-1.833616299,-0.275957227,28.54428571,30.11405,29.5488,0.30972686,0.095309675,0.505766805,9.391552266,8.128601455,-12.91434829,0.947872694
HEIO,HEINEKEN HOLDING,61.65,EUR,EURONEXT,-0.081037277,20256111427,USD,18.38706791,3.100649351,-10.32727273,-8.531159984,-9.338235294,-9.736456808,-8.395245171,60.45,63.802,63.028,0.72194254,0.9152543,0.838645597,10.30377212,8.793629728,-27.60585209,0.947462462
SHL,SIEMENS HEALTHINEERS AG,47.53,EUR,XETR,-0.544046872,61886736705,USD,24.64482008,1.972591362,20.6651465,-7.312790704,-13.83248731,-1.594202899,2.105263158,47.08047619,49.7009,46.7842,0.66456115,1.0294316,0.754466197,12.10146744,11.19845743,-22.73948091,0.94727613
VER,VERBUND AG KAT. A,63,EUR,VIE,-0.473933649,25523013791,USD,12.38061549,4.451510334,43.83561972,-17.70085234,-9.871244635,-4.473085671,-5.970149254,64.96190476,68.58025,65.332,0.49381372,0.21547471,1.233721679,18.5498615,16.0399295,-32.04518265,0.947239253
NTRA,"Natera, Inc.",161.95,USD,NASDAQ,0.815488048,22227330657,USD,,0,142.9492949,36.67820069,-3.313432836,7.966666667,14.89890032,148.1297619,156.517075,154.8225,1.7559543,0.87564576,6.042086923,-24.31812136,-22.80912514,41.33143452,0.946412792
FME,FRESEN.MED.CARE KGAA O.N.,43.46,EUR,XETR,-0.321100917,14847226004,USD,19.42346369,3.324867236,-41.01520087,27.82352941,-0.708247658,-14.4488189,-5.685763889,42.99380952,45.4584,45.3622,0.92312324,0.6077585,0.815326704,4.82689228,6.003604978,12.66646286,0.945783607
ACI,"Albertsons Companies, Inc.",19.46,USD,NYSE,-1.268391679,10894611123,USD,11.86440678,2.891933029,30.34159411,-6.889952153,-4.841075795,-11.14155251,-4.794520548,19.52071429,20.644475,20.6237,0.3142078,-0.014662606,0.391117909,31.09785903,10.21670757,-22.87258046,0.945566031
HLN,HALEON PLC ORD GBP0.01,364.3995,GBX,LSE,-0.382859486,43986819916,USD,21.79105329,1.787648971,10.42409091,-2.279562947,-5.079578015,-11.68213766,1.617261573,359.5285476,380.5044975,366.94399,0.3873455,0.38228044,5.716019299,9.35435297,8.855496389,-19.04127863,0.944873319
CLNX,"CELLNEX TELECOM, S.A.",29.98,EUR,BME,0.200534759,24494259288,USD,77.22823287,0.196848545,-40.16200628,-12.49269775,-3.383822108,-9.45333736,-10.64083458,30.63857143,32.4315,31.933,0.58404464,0.5921563,0.499359685,2.040444486,1.355186043,-25.32985722,0.944716446
ASML,ASML HOLDING,631.8,EUR,EURONEXT,-0.425531915,2.85476E+11,USD,26.30811896,1.015355688,101.3705179,-25.26614797,-11.10173069,-3.703703704,4.602649007,622.7809524,659.417,646.27,1.8716259,1.6985304,14.33709451,58.24543604,44.05272827,-40.07158236,0.94444176
AVY,Avery Dennison Corporation,175.88,USD,NYSE,0.108145028,13715402478,USD,19.71483657,2.037680005,52.30342917,-17.57814331,-4.589345774,-1.351730327,-0.570976313,172.6857143,182.8912,176.3172,0.88778025,0.52615017,3.389577272,31.67955087,20.07787435,-23.51921941,0.944199143
IRM,Iron Mountain Incorporated (Delaware),90.55,USD,NYSE,-0.810603571,26743780915,USD,659.5047342,3.286230693,199.9337529,-17.42659128,-3.186143483,-5.25269436,-8.285222324,93.81047619,99.4064,97.7256,1.0933605,1.1176983,2.17067693,,,-25.86542913,0.943706604
IP,International Paper Company,48.03,USD,NYSE,2.169751117,25358980421,USD,,3.935332908,41.84579386,0.208637596,-13.92473118,1.39328689,-6.719751408,49.00142857,51.9275,49.0806,1.0158036,0.94299626,1.318430821,-0.198441864,2.010921703,-12.3228067,0.943650832
AUR,"Aurora Innovation, Inc.",5.85,USD,NASDAQ,1.386481802,10795193692,USD,,0,-41.5,58.10810811,-30.93270366,-1.515151515,-4.87804878,6.143333333,6.511675,5.805,2.5004947,2.3726678,0.340122276,-43.68932039,-42.13709677,25.66025293,0.943433653
CL,Colgate-Palmolive Company,86.28,USD,NYSE,0.267286461,69733291811,USD,24.25094159,2.370714701,9.478492577,-16.32237416,-1.909959072,-6.145980637,-0.724887815,85.29642857,90.44385,87.8167,0.35305992,0.107492045,1.481638186,705.2121212,40.36655212,-24.37831387,0.943087104
EXE,Expand Energy Corporation,95.45,USD,NASDAQ,1.542553191,22731004015,USD,246.9598965,2.446808511,121.9767442,29.31852053,-9.842259375,-16.72482987,-4.195523437,98.34571429,104.330125,106.1798,0.45058477,0.4812154,2.733344988,1.455470378,4.067055782,2.751431278,0.942639667
HEIA,HEINEKEN,70.52,EUR,EURONEXT,-0.141602945,46342883427,USD,21.84296113,2.699265122,-9.357329973,-12.39751553,-9.427176984,-10.02806838,-10.66632886,69.42666667,73.6572,73.0676,0.6645714,0.8067685,1.14722618,9.789606961,9.9205723,-31.8527609,0.942564565
UPM,UPM-KYMMENE CORPORATION,25.2,EUR,OMXHEX,2.397399431,15061492706,USD,38.83495146,6.105006105,7.234042553,-18.02212101,-13.93442623,0.840336134,6.015986538,23.94714286,25.41465,23.691,1.00097,1.1614723,0.530028955,3.330758834,6.493843163,-31.11621111,0.942257433
A,"Agilent Technologies, Inc.",117.15,USD,NYSE,-1.645537738,33278183293,USD,28.89382168,0.822768869,18.59688196,-16.30947278,-14.40157826,8.693635183,3.810367745,117.2457143,124.43755,117.781,1.2187204,0.9580024,2.551320492,18.88259109,16.66666667,-22.01741585,0.942205261
RO,ROCHE I,274.6,CHF,SIX,0.072886297,2.6004E+11,USD,23.37936554,3.532410779,-14.61443052,-10.43705445,-12.26837061,-0.435097897,1.62842339,268.7047619,285.375,272.628,0.8791633,1.277056,4.366844913,32.72821937,27.14926818,-23.14052296,0.941584799
PGR,Progressive Corporation (The),248.95,USD,NYSE,-1.4761754,1.45937E+11,USD,14.01603441,1.939211651,170.5978261,3.539344535,-6.732354263,-10.38839495,1.182734515,245.8671429,261.14235,252.1044,0.33180183,0.7359983,4.42877178,37.29381314,19.87534831,-13.58140467,0.941506205
BXP,"BXP, Inc.",66.42,USD,NYSE,-0.01505344,10519301669,USD,3354.545455,5.900948367,-20.78711986,-5.680204487,-4.951345163,3.700234192,-4.293948127,66.31714286,70.4778,68.4508,1.1918291,1.0931458,1.619863941,0.067945375,,-6.931315458,0.940964997
PSA,Public Storage,286.76,USD,NYSE,-0.062730885,50312861077,USD,31.28791516,4.182058967,39.6241114,-12.07187318,-5.661742935,-3.34692777,0.434295321,283.4004762,301.1836,287.9224,0.84800106,0.39816907,4.79470599,18.98505344,,-21.08054388,0.940955869
GEHC,GE HealthCare Technologies Inc.,73.15,USD,NASDAQ,-0.974685258,33397514086,USD,14.97533114,0.182753486,16.11111111,-13.57514178,-20.08957833,6.788321168,-1.361920173,73.38333333,78.000625,73.9132,1.28132,1.3888581,1.570499576,25.60237524,11.8005113,-26.87639894,0.940804427
PG,Procter & Gamble Company (The),158.73,USD,NYSE,-0.488997555,3.71805E+11,USD,24.39485453,2.587047834,15.44839625,-6.733650626,-5.201863354,-3.697861368,2.45933385,154.852381,164.6656,156.9872,0.37356022,0.18015565,2.282981087,31.2300218,22.88495695,-15.63337535,0.940405166
PRU,"Prudential Financial, Inc.",107.17,USD,NYSE,0.037337814,37723839355,USD,23.71175078,4.947260338,59.64546403,-5.543803984,-3.615433043,7.07363373,4.556097561,104.3485714,110.97215,104.9706,1.0424703,0.9143655,1.975685388,5.567027903,0.286500337,-2.085603297,0.940313145
AJG,Arthur J. Gallagher & Co.,305.38,USD,NYSE,0.905366112,78299431388,USD,46.03047797,0.82606397,194.4556938,5.942758023,-5.941417439,-9.186070717,-1.107512953,294.2533333,312.96295,306.7594,0.6862178,0.44174242,5.72042053,9.487333649,,-9.184730134,0.94021779
UNM,Unum Group,69.34,USD,NYSE,-0.158387329,11809518912,USD,8.298228818,2.476601872,290.6478873,28.09902088,-7.355200748,-11.99390786,-13.24909296,71.89380952,76.5216,76.6106,0.39945167,0.8653576,1.512182307,13.9465494,3.528794142,8.749912271,0.939523083
FANG,"Diamondback Energy, Inc.",138,USD,NASDAQ,0.094291724,39949083801,USD,9.811240269,3.800681802,248.1331988,-28.10253204,-14.22711169,2.747375475,-1.54812014,143.35,152.76815,143.1974,1.0661821,0.8864181,3.936479475,13.55252179,10.42269035,-39.58226826,0.938350042
VRSK,"Verisk Analytics, Inc.",271.91,USD,NASDAQ,0.391360532,37989896868,USD,41.93876764,0.620269522,45.92926528,0.879275803,-7.102835668,-13.0833653,-9.387496668,273.4519048,291.5319,291.9572,0.8333854,0.25906214,5.799528388,245.0943396,36.01980225,-19.30692516,0.937982789
BVI,BUREAU VERITAS,26.96,EUR,EURONEXT,-0.222057735,14167850539,USD,18.53940311,3.27510917,41.3368209,-7.35395189,-12.75080906,-10.31270792,-3.369175627,26.90571429,28.693,27.7004,0.83930165,0.8823361,0.380945114,42.80087242,21.39442696,-30.41746887,0.937710044
GLEN,GLENCORE PLC ORD USD0.01,290.65,GBX,LSE,-0.581494784,46530267957,USD,,2.98282482,70.74961814,-29.23919659,-10.29320988,9.102852853,-9.623756219,297.3761905,317.31275,298.473,1.7533191,1.6846948,7.662648216,-5.263519976,1.93625743,-30.42955362,0.937170632
INVH,Invitation Homes Inc.,30.58,USD,NYSE,0.098199673,18745791925,USD,68.16763263,3.764320786,5.484649879,-14.70013947,-5.031055901,-7.613293051,-4.764870757,30.64547619,32.704175,31.9051,0.77871495,0.41101742,0.548102702,5.645940529,,-27.34448842,0.937050887
SWK,"Stanley Black & Decker, Inc.",73.13,USD,NYSE,-1.068722944,11319956933,USD,23.18863557,4.437229437,-54.33655948,-24.82524671,-19.1039823,13.82101167,4.05520774,71.31809524,76.151475,70.015,1.152268,1.3441423,2.26890345,5.37872015,7.067148513,-30.10821734,0.936529401
SGE,THE SAGE GROUP PLC GBP0.01051948,1086.825,GBX,LSE,-1.421768707,14125627066,USD,31.70434656,1.881454872,46.63046213,6.499265066,-16.59056025,-12.91466346,-13.88074485,1159.967857,1238.854125,1209.2465,0.4791034,1.0273874,23.45423521,36.77795443,21.53337466,-23.00595864,0.936323199
GWW,"W.W. Grainger, Inc.",994.07,USD,NYSE,-0.556205796,47548596219,USD,25.08364833,0.841311285,182.1417421,2.730326048,-2.872580535,-7.044136899,-2.734780141,987.8752381,1055.99275,1020.1066,1.1727184,0.9417339,20.07898057,55.30139548,41.41194725,-7.186391386,0.935494338
EXR,Extra Space Storage Inc,139.03,USD,NYSE,-0.436837582,29509620020,USD,30.21537392,4.640504154,32.01975121,-18.20802447,-10.94670766,-4.20312823,-6.111561318,140.5528571,150.27945,145.357,1.0797035,0.569966,2.764232035,6.971179618,,-33.35786036,0.935276627
NOW,"ServiceNow, Inc.",876.97,USD,NYSE,-1.49171581,1.8241E+11,USD,110.378724,0,93.57024611,5.211570069,-9.094018866,-12.303,-9.007242317,909.6554762,973.498125,956.8463,0.9289169,1.5154312,24.37478559,16.95070926,13.02102395,-16.1854488,0.934419341
SW,Smurfit WestRock plc,43.69,USD,NYSE,4.147794994,22740265624,USD,66.08682499,3.496066746,50.65517241,1.746623195,-18.50401045,0,-2.7165442,44.71142857,47.89135,44.819,1.1120474,0.93929774,1.252176516,2.906448683,7.643436233,-16.75738725,0.933601341
BMRN,BioMarin Pharmaceutical Inc.,58.07,USD,NASDAQ,0.189786059,11150287032,USD,17.19879161,0,-23.04532202,-37.89304813,-15.55911008,1.149625501,2.21791938,58.47238095,62.6517,57.4878,0.18097684,0.53789115,1.627191858,11.61879369,12.91255679,-52.3025327,0.933292807
CPT,Camden Property Trust,108.02,USD,NYSE,-0.378124135,15290525398,USD,75.380321,3.836576593,23.21204517,-9.983333333,-10.60906984,-5.42812117,-4.752667313,108.2857143,116.07945,111.901,0.7912616,0.6975901,1.999793846,3.296711559,,-26.02052435,0.932858609
CHKP,Check Point Software Technologies Ltd.,188.41,USD,NASDAQ,-0.464895134,20417713748,USD,24.55749329,0,45.9750523,-0.312169312,-13.41054276,-15.59637137,-15.44675313,193.1921429,207.162825,209.1477,0.5871836,0.5360221,5.333556071,30.30388643,22.58486485,-29.31908345,0.932561828
OWL,Blue Owl Capital Inc.,18.56,USD,NYSE,-0.053850296,28758788238,USD,333.8129496,4.119547658,72.65116279,6.057142857,-20.13769363,4.622322435,-7.569721116,19.4552381,20.893825,19.3976,1.1566011,1.8577001,0.6209401,3.680328225,5.324114196,-9.458228339,0.931147748
JHX,James Hardie Industries plc.,19.78,USD,NYSE,6.115879828,10770695405,USD,25.78878748,0,-14.66781708,-42.16374269,-38.89403769,-15.39777588,-24.35946463,26.90952381,28.9039,26.7524,1.7471423,1.3295796,1.494638192,15.80139747,12.94317486,-96.45555626,0.930999755
PGHN,PARTNERS GROUP N,1101.5,CHF,SIX,-0.316742081,35393525678,USD,25.56983711,3.770197487,20.35620498,-8.513289037,-21.20886981,0.777676121,-0.944244604,1115.452381,1198.203,1075.554,1.5923753,1.5465555,20.58116343,46.58954761,,-28.94448273,0.93093773
PUIG,"PUIG BRANDS, S.A. CLASE B",15.97,EUR,BME,0.251098556,10414409218,USD,16.95329087,1.881750925,-37.37254902,-34.81632653,-11.27777778,-4.256594724,-0.930521092,16.12380952,17.3206,16.3624,0.037296705,0.6313096,0.33166059,23.71080494,,-50.35069903,0.930903636
IR,Ingersoll Rand Inc.,77.45,USD,NYSE,-2.011639676,30782696047,USD,60.47001874,0.101214575,121.6657127,-14.58976621,-10.84378957,-2.847466131,-7.621660305,80.46285714,86.4364,82.9656,1.4125746,1.3159174,2.098745386,5.214137836,8.999213637,-28.28102191,0.930890888
UHS,"Universal Health Services, Inc.",183.95,USD,NYSE,-0.406063887,11704035386,USD,9.689432487,0.433134813,67.53187614,-19.16417648,0.585083115,-0.400671395,7.894891196,169.9661905,182.61295,173.3992,1.2394135,0.638374,4.466915805,18.6603006,14.73522113,-18.97976476,0.930745549
CPAY,"Corpay, Inc.",317.66,USD,NYSE,0.391884205,22431364172,USD,21.58382878,0,31.8966949,10.01593129,-13.9109461,-0.69090568,-4.221190376,319.3561905,343.30295,326.0324,0.96069413,1.3820306,8.234170153,31.43312795,19.73449361,-4.585920489,0.930245984
TEN,TENARIS,15.535,EUR,MIL,0.680492547,19197181333,USD,9.176018901,4.908591917,213.8383838,23.63708715,-14.78332419,7.994438651,-4.164096237,15.59595238,16.773875,15.8193,1.4602249,0.73298687,0.274289322,12.39608483,12.73202949,16.84820161,0.929776356
MRK,"Merck & Company, Inc.",86.08,USD,NYSE,1.677297425,2.15009E+11,USD,13.27145742,3.779825183,5.957225925,-25.00435616,-2.181818182,11.00651235,7.775134594,82.17714286,88.393725,81.5378,0.3964836,0.43517515,1.999616213,35.4436943,24.96742598,-16.17966199,0.92967168
MKC,"McCormick & Company, Incorporated",71.07,USD,NYSE,1.70291929,19071904999,USD,24.67965413,2.532913566,-30.18321136,-9.280061271,-10.31044927,-0.406390135,0.45229682,70.35,75.9086,72.2696,0.65992826,0.3220324,1.406710177,14.19369007,10.78868453,-19.99690067,0.926772461
ZTS,Zoetis Inc.,155.61,USD,NYSE,-0.733605512,68963780299,USD,26.77391604,1.23245726,-2.591549296,-15.55326423,-1.375332742,-3.076923077,5.348317649,150.8314286,162.82635,154.4098,0.8838614,0.34915727,3.523263375,52.53947501,29.98168732,-20.00552005,0.926333045
RGA,"Reinsurance Group of America, Incorporated",191.35,USD,NYSE,-0.545738046,12647039466,USD,16.64911991,1.85031185,111.1564776,-7.863058552,-2.872950612,-3.025542266,-0.561243049,188.1952381,203.1698,192.9578,0.5952889,0.8399231,4.327061444,7.068110887,1.234357956,-13.76155143,0.926295336
LATO_B,"LATOUR, INVESTMENTAB. SER. B",245.8,SEK,OMXSTO,0.449530037,14990381472,USD,32.78688525,1.861594496,28.42215927,-16.53650255,-18.23020625,-3.607843137,-2.576298058,250.1333333,270.0405,249.576,1.5096523,0.96553,4.683040695,11.48518638,6.653981859,-38.37455194,0.926280811
PYPL,"PayPal Holdings, Inc.",67.55,USD,NASDAQ,-0.778495887,64535810926,USD,14.46219063,0,-66.225,-6.265177271,-12.77117769,-2.749784048,-9.650237411,70.03238095,75.624075,72.1778,1.4219726,1.3596882,1.782377222,22.92335203,18.13611642,-21.786139,0.92605934
ZM,"Zoom Communications, Inc.",73.17,USD,NASDAQ,1.399667406,22137409520,USD,21.97033389,0,-75.02730375,22.72727273,-13.74513733,-9.403825915,-1.930036188,72.76142857,78.603525,74.9688,0.68079555,0.9126289,1.601280971,12.19139929,9.738242124,-0.421690521,0.925676407
FDX,FedEx Corporation,225.28,USD,NYSE,-0.849434444,53143347525,USD,13.35942596,2.460279037,5.785123967,-22.52029165,-15.96224867,5.064826042,-0.551803293,228.4461905,246.804875,229.4186,1.3094082,0.9643597,6.113880808,14.68305304,8.286944361,-33.41771427,0.925614579
SGRO,SEGRO PLC ORD GBP0.10,632.4,GBX,LSE,-0.472143532,11525532990,USD,13.79380162,4.566708229,-35.28448695,-27.80821918,-10.32331254,-4.297820823,-5.864840726,640.3809524,691.9,659.748,1.1141112,1.1096791,11.83672105,5.19621789,,-42.42935254,0.925539749
DUOL,"Duolingo, Inc.",345.52,USD,NASDAQ,1.959395656,15832259983,USD,143.5897436,0,144.3564356,68.13625304,-17.52124511,-32.55645996,-3.359158672,346.0042857,373.953625,382.61,1.1425954,0.24522184,25.14657617,13.43861007,9.069705398,18.05854798,0.925259879
CI,The Cigna Group,300.95,USD,NYSE,-1.188560922,80332005945,USD,16.43403995,1.910890764,67.72557543,-12.51199163,2.193622873,-4.217059198,1.741041244,285.3947619,308.4539875,301.1028,0.47575557,0.33856878,7.611002675,12.30716405,9.339274293,-14.53542795,0.925242576
DGE,DIAGEO PLC ORD GBP0.28 101/108,2108,GBX,LSE,-0.378071834,63064770311,USD,25.76956704,3.772605002,-19.07869482,-15.22219988,-1.953488372,2.479338843,7.27735369,1995.428571,2157.055,1938.09,0.47725448,0.53941745,45.19662803,22.736358,15.65693668,-14.69634941,0.925070789
SOBI,SWEDISH ORPHAN BIOVITRUM AB,287.4,SEK,OMXSTO,0.48951049,10166675195,USD,22.80970484,0,55.09718144,-3.879598662,-9.165613148,-4.391217565,5.043859649,276.552381,298.995,279.844,0.10562095,0.97184724,5.847666355,11.59727841,11.31047093,-17.43642937,0.924939818
MMC,"Marsh & McLennan Companies, Inc.",211.11,USD,NYSE,-0.047346243,1.03787E+11,USD,25.33999112,1.583731831,85.39562659,-5.972741849,-8.24097014,-7.541715937,0.056874733,205.1485714,221.915,210.6912,0.77474076,0.4615781,3.2301284,28.33115947,,-21.75542793,0.924446619
ERIE,Erie Indemnity Company,359.82,USD,NASDAQ,-1.224332931,16756950097,USD,30.33486208,1.474140771,70.37738529,-23.44092427,-7.551193443,4.292629199,1.469219706,359.4233333,389.0437,354.007,0.3188235,0.42267957,8.131060303,31.14404446,,-26.69948852,0.923863652
EQR,Equity Residential,64.27,USD,NYSE,-0.325682382,24544587760,USD,24.59248489,4.24162531,17.71062271,-10.73611111,-10.36262204,-5.457487496,-4.117559302,64.28,69.6126,66.2234,0.9351313,0.77911806,1.19089823,9.202183687,,-26.55622064,0.923396052
ELS,"Equity Lifestyle Properties, Inc.",60.36,USD,NYSE,-0.428901353,11697149377,USD,32.66940896,3.274496866,-8.113868169,-14.81795089,-8.835523335,-5.079415002,-0.658327847,60.29761905,65.32255,61.3514,0.708562,0.08545261,1.151102803,23.16361355,,-28.73288923,0.923075095
UDR,"UDR, Inc.",38.56,USD,NYSE,-0.669757857,12776748429,USD,100.5738132,4.404945904,13.14553991,-8.49549122,-10.22118743,-3.551775888,-5.467026232,38.84142857,42.0886,40.0126,0.8385069,0.6707702,0.744976996,3.744636168,,-22.26845453,0.922849146
UTHR,United Therapeutics Corporation,310.66,USD,NASDAQ,1.363873662,14049990451,USD,12.13008625,0,187.2491909,-10.96781589,-15.25913803,1.602564103,5.670260893,301.8819048,327.21145,295.9622,0.56990063,0.66386443,8.230128886,19.30105355,22.14921864,-24.62438982,0.922589673
CTRA,Coterra Energy Inc.,23.44,USD,NYSE,0.904003444,17888002351,USD,11.23358574,3.702109341,20.02048131,-3.85561936,-18.63936133,-3.340206186,1.913043478,23.87428571,25.8797,24.7494,0.30631933,0.6249602,0.564515101,11.41987609,9.216611949,-25.83518688,0.922510142
COKE,"Coca-Cola Consolidated, Inc.",118.21,USD,NASDAQ,-0.513381586,10270782571,USD,19.68788515,0.841609157,341.0820896,-8.509024488,-18.06051364,4.817471648,2.568329718,114.7854762,124.44404,112.9866,0.8010337,0.51115394,2.534629273,41.45022338,21.82388284,-21.75206648,0.922386289
ALC,ALCON N,64.62,CHF,SIX,1.158422041,39470115339,USD,34.33763749,0.427089689,20.24562262,-19.64685202,-20.43831569,-9.773806199,-8.522083805,70.04666667,75.9663,69.984,1.0121901,1.0062418,1.876189667,5.14586401,5.431492821,-49.8589739,0.922075534
MAA,"Mid-America Apartment Communities, Inc.",141.01,USD,NYSE,-0.948300084,16508201387,USD,29.04488249,4.225203709,22.93809939,-8.106875204,-11.87425786,-8.707756053,-6.012130907,143.0833333,155.18915,146.9676,0.21409991,-0.08840804,2.552223475,9.5764716,,-28.68888912,0.921993151
OC,Owens Corning Inc,148.51,USD,NYSE,-0.094180962,12419527859,USD,39.15886618,1.796165489,116.2347117,-8.327160494,-14.46754593,12.48201166,7.3126671,145.72,158.13595,142.5284,1.3207583,1.3351842,4.316202934,12.26140103,16.99892464,-10.31269476,0.921485595
ESS,"Essex Property Trust, Inc.",262.76,USD,NYSE,0.274767211,16922801507,USD,21.12371474,3.831476111,23.76242287,-8.490631748,-10.99820479,-3.705061018,-8.016523139,263.6047619,286.1525,276.3718,0.81001496,0.8371146,5.710624804,14.39879578,,-23.19389756,0.92120377
WY,Weyerhaeuser Company,25.77,USD,NYSE,-0.960799385,18593338448,USD,67.0744404,3.151421983,-11.44329897,-14.64060947,-14.38538206,3.286573146,1.978630787,25.74761905,28.062375,25.9834,1.0877174,0.7948659,0.572255687,2.85144872,,-25.73941839,0.917513897
JBHT,"J.B. Hunt Transport Services, Inc.",143.4,USD,NASDAQ,0.610397811,13881015912,USD,26.05993421,1.220795622,1.114088281,-17.4676259,-15.18306027,5.078039129,-3.414831279,143.8242857,156.77405,145.7444,1.2839996,0.8773632,3.911262029,14.32830539,12.45648422,-27.57264704,0.917398547
MRVL,"Marvell Technology, Inc.",71.21,USD,NASDAQ,-0.014041,61397262080,USD,,0.336983993,107.2467986,1.294452347,-34.73558794,18.38736492,-2.418636519,76.17190476,83.030425,74.365,1.8328536,2.2957437,3.0595809,-3.537065423,0.222126208,-15.05377067,0.917397505
TOU,TOURMALINE OIL CORP,57.39,CAD,TSX,0.666549728,15951519967,USD,14.32422314,2.981932994,223.1418919,-7.554768041,-17.12635379,-9.678942398,-5.234478203,58.93666667,64.2508,61.974,0.51106936,0.6926926,0.951651968,9.762682869,6.555625246,-34.36006423,0.917290783
CHD,"Church & Dwight Company, Inc.",94.96,USD,NYSE,0.052681488,23133080823,USD,44.79034008,1.219576441,-1.258188624,-6.507827114,-8.82381181,-0.513357779,-1.809533657,93.75142857,102.3461,95.6962,0.42527953,0.023426862,1.627787814,12.07467353,14.2087941,-15.8449967,0.916023459
WDAY,"Workday, Inc.",227.58,USD,NASDAQ,0.039562179,60763860489,USD,125.6653782,0,17.21864538,-2.326180258,-12.86135467,-5.80103065,-2.818344863,227.8188095,248.830625,233.3095,1.2375779,1.0539464,6.088932328,5.701908442,5.112115127,-20.98856558,0.91555776
CTSH,Cognizant Technology Solutions Corporation,71.08,USD,NASDAQ,0.836998156,34715183958,USD,14.43365959,1.730741949,8.172272105,-6.202164159,-18.80283299,-9.934110492,-6.053396775,71.45714286,78.169975,75.1968,0.8936998,0.990099,1.4706258,16.69293497,19.42895656,-34.93910764,0.914125185
OMC,Omnicom Group Inc.,77.48,USD,NYSE,-0.295972204,15009649790,USD,11.11589337,3.603139879,46.99298046,-19.85932975,-7.042591482,7.223913645,8.257649853,74.54095238,81.6067,73.2388,0.9564985,0.935768,1.707163963,33.9595696,18.36098833,-19.67800758,0.913417065
BOL,BOLLORE SE,5.04,EUR,EURONEXT,-0.099108028,16376818987,USD,,1.57790927,60.10165184,-13.47639485,-12.80276817,-11.18942731,-6.406685237,5.054857143,5.540055,5.19704,0.6226534,0.7340307,0.059457975,0.583228572,,-37.46859033,0.912420029
LLY,Eli Lilly and Company,709.82,USD,NYSE,0.62088909,6.71814E+11,USD,47.06779481,0.793830801,373.0556481,-25.72113246,-19.39542595,-0.025352113,-7.011292478,720.8004762,790.12995,758.0616,0.4359768,0.6658608,24.36671641,86.69667566,42.07721438,-45.14191053,0.912255606
LMT,Lockheed Martin Corporation,447.2,USD,NYSE,0.269058296,1.04406E+11,USD,25.17833717,2.926008969,14.42315073,-19.9111716,2.477142006,-4.436276605,5.783560024,430.3447619,471.74395,449.2548,0.26248202,0.3761667,7.958716404,73.05586932,16.49530936,-21.8703062,0.912242249
ONON,On Holding AG,44.58,USD,NYSE,-1.458885942,14389890710,USD,97.6774759,0,25.93220339,6.142857143,-13.50407451,-20.53475936,-15.19878258,47.40047619,52.054625,50.6436,2.241096,1.517151,1.901261585,9.656208469,16.90658699,-27.89597672,0.910591061
VRTX,Vertex Pharmaceuticals Incorporated,397.46,USD,NASDAQ,0.786083781,1.01905E+11,USD,28.40968385,0,47.26194887,-18.76469025,-17.42978228,-7.282821685,-13.78869054,416.5757143,457.597525,440.4883,0.4438964,0.54899234,12.57648191,22.77050776,24.14810104,-43.47729422,0.91035395
TRGP,"Targa Resources, Inc.",162.1,USD,NYSE,-0.472769694,34882602470,USD,23.2098624,2.148953153,774.3257821,13.75438596,-20.4651391,2.816186731,-0.765228038,164.9847619,181.23925,168.047,1.1285436,1.0116626,3.954288917,60.3014479,16.68315693,-3.894566404,0.910314746
ISRG,"Intuitive Surgical, Inc.",469.88,USD,NASDAQ,-2.200020814,1.68441E+11,USD,65.56892077,0,101.6654377,-2.957455597,-22.34543622,-12.25396825,-8.94680748,481.66,530.035075,504.8006,1.5985483,1.1895217,10.55307475,16.02015113,15.66140398,-37.55686007,0.908732314
BDX,"Becton, Dickinson and Company",196.63,USD,NYSE,-1.290160643,56359561204,USD,35.35874843,2.043172691,-22.08745549,-16.50176228,-13.17613812,15.31874963,11.60744693,187.7633333,206.7657,180.14,0.20529884,0.43598506,3.872834885,6.256330347,6.316405311,-14.35915077,0.908097104
DIM,SARTORIUS STED BIO,175.95,EUR,EURONEXT,-0.198525241,19914747838,USD,76.02402351,0.384615385,-41.35,2.296511628,-15.53048488,-10,-1.868377022,174.3404762,192.16,187.595,0.7431305,1.4769953,4.21571609,5.709724017,6.644965457,-23.23397325,0.907267257
