Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat,perf_sum,perf_norm,MRAT,Diff,score
T,AT&T Inc.,29.44,USD,NYSE,0.55,210507000000.0,USD,16.78,3.79,31.29,50.82,12.88,7.15,7.25,28.19,25.95,28.0,0.42,0.27,0.44,12.12,6.96,70.86,1.086377201,70.86,1.07,1.09,1.13,2.16
ELE,"ENDESA,S.A.",26.71,EUR,BME,-0.15,32867220975.0,USD,13.26,4.0,13.76,45.84,24.41,-2.7,1.56,25.89,23.72,26.29,0.47,0.48,0.36,26.86,12.8,67.55,1.091491288,67.55,1.07,1.09,1.13,2.16
BKNG,Booking Holdings Inc. Common Stock,5710.74,USD,NASDAQ,1.26,185084000000.0,USD,39.72,0.65,216.64,54.24,9.54,8.14,-0.16,5525.84,5101.19,5567.34,1.41,1.06,107.07,,74.38,71.92,1.083245823,71.92,1.07,1.08,1.12,2.16
X,TMX GROUP LIMITED,55.97,CAD,TSX,-0.64,11183652371.0,USD,36.97,1.38,103.66,31.57,11.65,2.36,-1.46,56.69,50.94,56.37,0.19,0.46,1.01,9.41,,45.58,1.112782004,45.58,1.05,1.11,1.1,2.16
QGEN,Qiagen N.V.,49.13,USD,NYSE,-0.14,10639396499.0,USD,28.75,0.51,-12.13,1.87,25.3,16.73,2.35,49.51,44.41,48.55,0.64,0.66,0.78,10.81,11.6,43.89,1.114807366,43.89,1.04,1.11,1.11,2.16
REP,"REPSOL, S.A.",13.9,EUR,BME,0.32,18429407022.0,USD,21.72,5.79,107.39,11.12,6.48,19.42,6.07,13.41,11.93,13.03,1.28,0.8,0.23,3.24,1.23,37.01,1.124150832,37.01,1.04,1.12,1.16,2.16
IMB,IMPERIAL BRANDS PLC GBP0.10,3114.0,GBX,LSE,-0.22,33784461319.0,USD,10.39,4.88,146.65,46.33,13.82,12.58,5.99,3008.95,2784.74,2943.7,0.6,0.21,43.79,54.4,22.55,72.73,1.080516595,72.73,1.07,1.08,1.12,2.15
PH,Parker-Hannifin Corporation,733.05,USD,NYSE,-1.34,93667666843.0,USD,27.03,0.9,253.5,25.2,5.35,13.78,3.41,732.34,665.35,710.32,1.37,1.4,14.93,27.42,18.04,44.33,1.100671727,44.33,1.04,1.1,1.1,2.15
AIR,AIRBUS SE,180.14,EUR,EURONEXT,-0.43,166195000000.0,USD,28.87,1.12,157.34,29.32,10.52,11.72,-2.49,178.83,162.57,177.3,1.45,1.34,3.44,24.91,7.68,51.56,1.100041451,51.56,1.05,1.1,1.11,2.15
BIM,BIOMERIEUX,127.7,EUR,EURONEXT,0.24,17477534139.0,USD,35.09,0.7,-8.2,26.06,11.82,8.22,6.24,125.66,114.12,122.1,0.39,0.48,1.65,10.86,12.89,46.1,1.101150379,46.1,1.05,1.1,1.12,2.15
EHC,Encompass Health Corporation,123.43,USD,NYSE,-0.09,12432342513.0,USD,24.13,0.55,151.07,38.98,24.71,4.58,11.56,115.11,106.35,116.37,0.88,0.66,2.2,25.35,16.66,68.27,1.082371977,68.27,1.07,1.08,1.16,2.15
CACI,"CACI International, Inc.",486.02,USD,NYSE,-0.13,10689253626.0,USD,21.75,0.0,108.32,3.93,44.43,3.42,1.55,479.68,436.38,474.72,0.69,0.35,12.85,13.49,11.62,51.78,1.099239425,51.78,1.05,1.1,1.11,2.15
FTAI,FTAI Aviation Ltd.,146.09,USD,NASDAQ,4.05,14984538931.0,USD,36.23,0.85,925.06,27.36,0.75,33.2,28.71,135.88,124.27,125.62,1.59,0.91,6.18,389.5,19.19,61.3,1.093360672,61.3,1.06,1.09,1.18,2.15
CSCO,"Cisco Systems, Inc.",67.02,USD,NASDAQ,-0.13,265399000000.0,USD,25.64,2.41,59.31,33.27,3.62,6.88,-1.93,68.53,62.18,68.0,0.91,0.99,1.38,22.58,15.15,43.77,1.102112026,43.77,1.04,1.1,1.08,2.15
NCLH,Norwegian Cruise Line Holdings Ltd.,23.36,USD,NYSE,-2.05,10557251008.0,USD,16.81,0.0,46.55,46.27,-9.03,38.14,-0.85,24.25,22.6,22.37,2.25,1.69,0.81,63.57,10.74,75.38,1.073282942,75.38,1.08,1.07,1.03,2.15
RWE,RWE AG,35.65,EUR,XETR,-0.11,30810984612.0,USD,10.19,3.11,9.49,13.25,23.53,9.22,-5.56,35.77,32.4,35.92,0.49,0.2,0.58,7.9,1.77,46.0,1.103906259,46.0,1.05,1.1,1.1,2.15
SWED_A,SWEDBANK AB SER A,275.7,SEK,OMXSTO,0.15,31953643628.0,USD,9.18,7.94,92.55,30.54,9.06,8.59,8.33,266.71,241.52,257.12,0.83,0.98,3.38,16.62,1.58,48.18,1.104318955,48.18,1.05,1.1,1.14,2.15
RKT,RECKITT BENCKISER GROUP PLC ORD GBP0.10,5610.0,GBX,LSE,-0.39,51197573066.0,USD,30.96,3.61,-26.11,30.01,5.97,14.26,10.48,5541.62,5060.77,5260.8,0.37,0.58,74.7,17.41,16.7,50.24,1.095013915,50.24,1.05,1.1,1.11,2.15
ETN,"Eaton Corporation, PLC",345.38,USD,NYSE,-0.24,134456000000.0,USD,34.75,1.14,240.65,16.51,11.87,9.58,-7.18,367.59,329.91,359.02,1.16,1.43,8.08,20.76,16.55,37.95,1.114206422,37.95,1.04,1.11,1.05,2.15
UBSG,UBS GROUP N,31.77,CHF,SIX,-0.35,125662000000.0,USD,19.53,2.31,188.03,21.82,4.71,18.86,7.69,31.31,28.28,28.98,1.15,1.5,0.51,7.4,0.47,45.39,1.107132692,45.39,1.05,1.11,1.12,2.15
APTV,Aptiv PLC,74.37,USD,NYSE,-1.04,16194797772.0,USD,12.32,0.0,-12.04,5.37,9.9,14.86,7.7,70.05,62.81,69.74,1.48,1.0,2.02,15.52,12.81,30.13,1.1151747,30.13,1.03,1.12,1.18,2.15
TT,Trane Technologies plc,422.27,USD,NYSE,-0.95,93961560988.0,USD,33.51,0.84,256.56,21.07,14.92,0.59,-4.34,437.82,393.7,435.28,1.09,1.2,8.92,38.89,27.46,36.58,1.112061421,36.58,1.04,1.11,1.07,2.15
GOOG,Alphabet Inc.,200.62,USD,NASDAQ,0.21,2420500000000.0,USD,21.37,0.4,151.72,20.14,7.12,17.82,4.26,198.57,178.91,187.13,1.02,1.0,4.11,34.83,32.25,45.07,1.109838265,45.07,1.05,1.11,1.12,2.15
INTU,Intuit Inc.,697.76,USD,NASDAQ,-0.2,194638000000.0,USD,56.78,0.6,114.52,4.19,20.19,-3.09,-9.08,750.43,663.99,758.75,1.29,0.56,15.41,17.84,17.85,21.29,1.13018232,21.29,1.02,1.13,1.05,2.15
BMW,BAY.MOTOREN WERKE AG ST,90.66,EUR,XETR,0.27,62220277527.0,USD,9.76,4.74,56.82,8.39,9.68,16.17,5.74,87.19,78.06,82.42,1.16,1.48,1.79,6.28,5.54,34.24,1.117007404,34.24,1.03,1.12,1.16,2.15
CS,AXA,43.11,EUR,EURONEXT,0.14,106713000000.0,USD,12.3,4.96,146.37,28.96,16.99,3.6,2.67,42.08,38.57,41.84,1.3,0.82,0.62,17.06,1.65,49.55,1.090878925,49.55,1.05,1.09,1.12,2.14
PINS,"Pinterest, Inc.",34.87,USD,NYSE,-1.72,23709146034.0,USD,12.47,0.0,2.71,10.14,-12.3,12.92,-8.38,37.0,32.64,36.23,0.78,1.19,1.2,48.08,5.15,10.76,1.133566974,10.76,1.01,1.13,1.07,2.14
CRH,CRH PLC,110.72,USD,NYSE,-0.05,74476838712.0,USD,23.14,1.3,177.91,29.44,6.18,19.09,18.04,104.35,96.54,97.6,0.02,0.06,2.49,15.16,12.25,54.7,1.080917478,54.7,1.05,1.08,1.15,2.14
WN,GEORGE WESTON LTD,91.94,CAD,TSX,0.8,25346448812.0,USD,35.77,1.23,176.26,28.23,25.62,2.93,4.74,88.51,81.87,88.99,0.55,0.21,1.58,17.72,15.73,56.78,1.081218047,56.78,1.06,1.08,1.12,2.14
XYL,Xylem Inc.,140.22,USD,NYSE,-1.16,34130906079.0,USD,36.45,1.07,76.2,4.18,7.81,13.47,6.43,140.0,125.08,133.84,1.1,1.05,2.26,8.76,8.09,25.46,1.119246751,25.46,1.03,1.12,1.12,2.14
ALV,ALLIANZ SE NA O.N.,373.7,EUR,XETR,-0.32,167273000000.0,USD,,4.1,105.85,37.69,16.85,6.56,8.44,359.62,332.15,350.05,1.0,0.82,5.49,18.92,,61.11,1.082716697,61.11,1.06,1.08,1.13,2.14
TSCO,Tractor Supply Company,61.0,USD,NASDAQ,-0.05,32327051270.0,USD,30.0,1.47,97.18,16.37,5.57,23.96,6.36,59.56,54.47,56.75,0.74,0.6,1.36,45.34,19.55,45.9,1.093385582,45.9,1.05,1.09,1.12,2.14
RF,Regions Financial Corporation,25.74,USD,NYSE,-0.46,22968016715.0,USD,12.0,3.87,132.1,17.43,6.5,23.69,-1.19,25.54,23.44,24.54,0.77,0.32,0.5,11.59,3.29,47.61,1.089847066,47.61,1.05,1.09,1.1,2.14
BMO,BANK OF MONTREAL,156.52,CAD,TSX,0.06,81203803221.0,USD,14.54,4.07,105.95,32.59,8.97,9.99,-0.41,155.65,142.4,152.97,1.26,1.06,1.4,9.99,1.48,51.56,1.093055425,51.56,1.05,1.09,1.1,2.14
SKF_A,"SKF, AB SER. A",242.0,SEK,OMXSTO,0.83,11244719128.0,USD,20.52,3.2,41.52,26.83,3.86,15.24,3.42,234.67,214.8,226.56,1.18,1.49,4.96,9.91,13.08,45.94,1.092512025,45.94,1.05,1.09,1.13,2.14
SF,Stifel Financial Corporation,110.65,USD,NYSE,-0.31,11305487807.0,USD,21.4,1.59,224.68,29.89,2.62,21.26,1.55,112.53,103.6,107.81,1.11,1.43,2.35,11.11,,53.77,1.086240704,53.77,1.05,1.09,1.07,2.14
MT,ARCELORMITTAL SA,28.67,EUR,EURONEXT,0.49,27205260991.0,USD,9.64,1.63,191.93,37.84,6.82,7.38,-1.82,28.29,26.06,27.96,1.75,1.37,0.74,4.81,2.96,52.03,1.08551572,52.03,1.05,1.09,1.1,2.14
DOCS,"Doximity, Inc.",64.13,USD,NYSE,-0.36,12019064528.0,USD,55.05,0.0,55.77,75.7,-14.38,28.26,6.39,61.47,58.31,60.47,1.36,1.56,2.3,24.25,24.13,89.58,1.054219444,89.58,1.09,1.05,1.1,2.14
GRMN,Garmin Ltd.,229.59,USD,NYSE,-0.24,44194683499.0,USD,28.33,1.56,123.21,29.35,-0.13,16.22,1.42,230.42,211.39,220.04,1.0,0.96,4.35,20.73,22.47,45.44,1.090064474,45.44,1.05,1.09,1.09,2.14
HLI,"Houlihan Lokey, Inc.",192.02,USD,NYSE,-0.4,13505756611.0,USD,32.37,1.2,226.18,26.73,8.41,12.82,-1.25,192.34,176.23,187.68,0.87,1.02,3.49,20.38,,47.96,1.091415167,47.96,1.05,1.09,1.09,2.14
LH,Labcorp Holdings Inc.,276.56,USD,NYSE,-0.55,22982135375.0,USD,30.5,1.04,77.5,22.24,11.45,14.88,12.63,267.04,244.7,260.83,0.78,0.49,5.03,9.27,8.82,48.58,1.091305965,48.58,1.05,1.09,1.13,2.14
COR,"Cencora, Inc.",303.23,USD,NYSE,-0.15,58789588241.0,USD,31.19,0.71,205.34,27.0,25.59,3.73,3.61,290.8,267.83,293.35,0.58,0.19,6.77,130.6,20.51,56.32,1.085779046,56.32,1.06,1.09,1.13,2.14
NI,NiSource Inc,42.29,USD,NYSE,-0.59,19912458846.0,USD,22.47,2.6,85.97,31.74,6.28,9.16,0.98,42.3,38.87,40.96,0.53,0.42,0.67,10.56,5.74,47.19,1.088250904,47.19,1.05,1.09,1.09,2.14
BKW,BKW N,171.2,CHF,SIX,0.94,11064515146.0,USD,14.52,2.05,93.45,8.15,12.19,0.23,-6.29,179.77,161.1,177.2,0.52,0.38,3.24,12.66,8.01,20.57,1.115868449,20.57,1.02,1.12,1.06,2.14
IBE,ACCIONES IBERDROLA,16.61,EUR,BME,-0.03,127322000000.0,USD,20.56,3.13,54.08,32.3,24.14,2.4,7.51,15.79,14.66,15.89,0.59,0.4,0.21,10.92,6.57,58.84,1.076448828,58.84,1.06,1.08,1.13,2.14
METSO,METSO OYJ,11.06,EUR,OMXHEX,0.5,10580869617.0,USD,35.22,3.33,76.33,18.83,0.23,5.94,8.06,11.12,10.0,11.15,1.49,1.91,0.26,17.95,14.95,24.99,1.111969251,24.99,1.02,1.11,1.11,2.14
MLM,"Martin Marietta Materials, Inc.",600.74,USD,NYSE,0.02,36228227996.0,USD,33.28,0.53,183.57,11.04,17.51,7.62,6.17,597.12,541.33,571.8,0.89,0.81,11.71,12.1,9.56,36.17,1.10307163,36.17,1.04,1.1,1.11,2.14
CSX,CSX Corporation,35.87,USD,NASDAQ,-0.33,66871613193.0,USD,22.04,1.39,44.31,6.0,10.47,18.54,2.96,35.7,32.38,34.27,1.25,0.87,0.75,24.83,12.29,35.01,1.102675455,35.01,1.04,1.1,1.11,2.14
EN,BOUYGUES,38.66,EUR,EURONEXT,0.05,17104178159.0,USD,13.98,5.15,18.95,22.07,19.69,-2.35,-0.05,38.12,34.57,38.25,0.83,0.7,0.52,8.75,8.29,39.41,1.102668149,39.41,1.04,1.1,1.12,2.14
AGI,ALAMOS GOLD INC,38.64,CAD,TSX,5.09,11672305863.0,USD,33.91,0.38,186.43,43.16,17.73,6.24,9.25,35.69,33.28,35.98,0.43,1.0,1.09,10.32,13.11,67.14,1.072541554,67.14,1.07,1.07,1.16,2.14
GEBN,GEBERIT N,598.8,CHF,SIX,-0.56,23582731883.0,USD,33.85,2.09,13.97,13.8,13.37,-0.17,-2.7,627.9,565.8,623.19,1.28,0.54,11.23,49.39,31.56,27.0,1.109744739,27.0,1.03,1.11,1.06,2.14
JNJ,Johnson & Johnson,178.93,USD,NYSE,0.05,430924000000.0,USD,19.14,2.81,17.15,11.55,11.92,16.95,8.44,172.05,156.39,163.15,0.4,0.21,2.49,30.21,16.34,40.42,1.100082728,40.42,1.04,1.1,1.14,2.14
WBA,"Walgreens Boots Alliance, Inc.",12.19,USD,NASDAQ,-0.08,10551184191.0,USD,,4.1,-69.23,14.46,16.1,8.94,5.82,11.83,10.76,11.61,0.77,0.17,0.1,-60.49,0.79,39.49,1.100061573,39.49,1.04,1.1,1.13,2.14
UCB,UCB,199.1,EUR,EURONEXT,0.05,43691107955.0,USD,29.05,0.5,97.81,24.4,12.3,24.63,14.13,188.48,174.59,176.75,0.75,1.58,4.36,14.29,9.36,61.33,1.079566643,61.33,1.06,1.08,1.14,2.14
G,GENERALI,34.49,EUR,MIL,-0.14,61872970622.0,USD,13.84,4.15,164.19,45.53,9.46,3.67,8.32,33.22,30.73,31.73,0.85,0.92,0.46,13.09,1.42,58.65,1.080869601,58.65,1.06,1.08,1.12,2.14
CFG,"Citizens Financial Group, Inc.",48.46,USD,NYSE,-0.72,20903172098.0,USD,14.78,3.44,99.42,16.77,4.15,24.86,-0.27,48.17,43.82,46.51,0.77,0.35,0.96,6.48,1.86,45.78,1.099216257,45.78,1.05,1.1,1.11,2.14
PHYS,Sprott Physical Gold Trust ETV,25.62,USD,AMEX,-0.31,11926599000.0,USD,3.41,0.0,66.36,31.59,12.76,0.04,-2.06,25.66,23.36,25.66,0.08,-0.03,0.24,33.23,,44.39,1.098283299,44.39,1.04,1.1,1.1,2.14
NDA_FI,NORDEA BANK ABP,13.36,EUR,OMXHEX,-0.04,53495604693.0,USD,9.67,6.93,102.13,27.35,9.64,4.37,8.88,13.11,11.94,12.76,0.98,1.25,0.18,16.08,1.03,41.36,1.097986201,41.36,1.04,1.1,1.12,2.14
CCL.A,CCL INDUSTRIES INC,77.29,CAD,TSX,0.0,10402140038.0,USD,17.33,1.42,56.14,-0.39,9.65,-1.28,-3.13,78.46,69.4,74.59,0.74,0.33,0.92,15.2,13.33,7.98,1.130538616,7.98,1.01,1.13,1.11,2.14
PHM,"PulteGroup, Inc.",125.37,USD,NYSE,-0.92,24735197758.0,USD,9.37,0.68,163.44,-1.33,17.84,28.77,6.49,121.59,110.9,113.63,1.23,0.66,3.65,23.05,25.09,45.28,1.096450364,45.28,1.05,1.1,1.13,2.14
PM,Philip Morris International Inc,174.49,USD,NYSE,0.95,271609000000.0,USD,33.11,3.12,122.88,46.42,15.43,-0.68,2.87,165.86,153.49,174.08,0.51,0.03,3.47,,32.11,61.17,1.0806197,61.17,1.06,1.08,1.14,2.14
SIE,SIEMENS AG NA O.N.,233.95,EUR,XETR,0.13,212379000000.0,USD,18.81,2.23,100.61,41.98,5.31,7.71,3.08,228.13,209.65,222.6,1.17,1.61,4.96,14.27,8.4,55.0,1.088154371,55.0,1.06,1.09,1.12,2.14
HCA,"HCA Healthcare, Inc.",404.26,USD,NYSE,-1.44,94594214496.0,USD,16.98,0.67,202.82,7.75,26.71,7.93,9.54,373.28,344.02,373.15,1.4,0.34,8.62,,25.56,42.39,1.085056682,42.39,1.04,1.09,1.18,2.13
TTWO,"Take-Two Interactive Software, Inc.",227.87,USD,NASDAQ,-0.35,42035226956.0,USD,,0.0,31.61,45.49,5.5,0.86,-1.84,226.9,210.07,233.06,0.99,0.7,5.5,-89.29,-6.33,51.85,1.080096124,51.85,1.05,1.08,1.08,2.13
FHN,First Horizon Corporation,21.96,USD,NYSE,0.64,11150137262.0,USD,14.16,2.75,134.62,38.11,1.06,14.49,-1.66,21.87,20.25,21.44,0.67,1.43,0.49,9.57,1.75,53.67,1.080167764,53.67,1.05,1.08,1.08,2.13
OMV,OMV AG,48.56,EUR,VIE,0.04,18422200953.0,USD,17.94,9.83,73.93,23.94,22.32,2.92,4.43,46.47,42.91,46.29,1.29,0.69,0.73,5.05,7.73,49.18,1.082982493,49.18,1.05,1.08,1.13,2.13
KR,Kroger Company (The),71.42,USD,NYSE,-0.57,47219747650.0,USD,19.41,1.78,98.33,35.68,11.26,3.78,-0.75,71.39,65.93,70.78,0.58,0.06,1.48,24.06,12.82,50.72,1.08278211,50.72,1.05,1.08,1.08,2.13
BR,"Broadridge Financial Solutions, Inc.",260.83,USD,NYSE,-0.39,30550838503.0,USD,36.77,1.34,88.87,24.45,10.64,10.28,7.83,257.72,237.24,246.99,0.95,0.66,4.64,34.81,17.87,45.36,1.08635903,45.36,1.05,1.09,1.1,2.13
EVRG,"Evergy, Inc.",72.54,USD,NASDAQ,-0.08,16695467066.0,USD,19.96,3.64,43.05,25.11,7.99,10.39,5.93,71.76,66.34,69.85,0.45,0.27,1.04,8.55,4.97,43.5,1.081713961,43.5,1.04,1.08,1.09,2.13
RJF,"Raymond James Financial, Inc.",162.03,USD,NYSE,-0.27,32306184767.0,USD,15.9,1.2,227.73,40.13,4.21,12.87,1.66,165.54,153.82,159.24,1.06,1.23,3.17,18.16,,57.21,1.076179904,57.21,1.06,1.08,1.05,2.13
GM,General Motors Company,56.51,USD,NYSE,-0.46,53801916000.0,USD,8.96,0.9,93.0,22.18,17.9,16.83,9.26,54.13,50.49,52.27,1.36,0.74,1.24,7.07,5.56,56.91,1.072000109,56.91,1.06,1.07,1.12,2.13
CRWD,"CrowdStrike Holdings, Inc.",414.06,USD,NASDAQ,-1.22,103204000000.0,USD,,0.0,269.7,55.07,-3.45,-5.57,-14.01,440.72,405.66,467.74,1.13,1.61,13.5,-5.76,-3.2,46.05,1.086422598,46.05,1.05,1.09,1.02,2.13
DG,VINCI,128.3,EUR,EURONEXT,-0.27,83429720587.0,USD,15.42,3.69,58.83,21.55,18.74,-0.77,3.72,124.9,114.68,124.52,1.07,0.7,1.6,16.66,11.99,39.52,1.089076234,39.52,1.04,1.09,1.12,2.13
WSP,WSP GLOBAL INC,282.72,CAD,TSX,1.29,26514902586.0,USD,46.03,0.54,225.04,25.93,11.36,3.18,-0.48,282.8,258.84,279.82,0.83,0.84,4.6,10.52,12.74,40.47,1.092591836,40.47,1.04,1.09,1.09,2.13
CCEP,Coca-Cola Europacific Partners plc,91.19,USD,NASDAQ,-1.42,42018618266.0,USD,25.14,2.42,130.16,17.66,4.8,3.1,-6.74,94.83,85.7,94.61,0.72,0.34,1.88,17.99,10.69,25.57,1.106523147,25.57,1.03,1.11,1.06,2.13
SAND,SANDVIK AB,240.2,SEK,OMXSTO,0.5,31029115931.0,USD,20.82,2.39,41.71,13.09,1.18,15.93,0.92,238.85,217.28,230.07,1.47,1.52,4.34,16.41,14.9,30.19,1.099277462,30.19,1.03,1.1,1.11,2.13
AEP,"American Electric Power Company, Inc.",113.14,USD,NASDAQ,-0.36,60506676418.0,USD,16.57,3.23,42.76,15.46,8.42,10.23,3.92,112.18,102.41,107.57,0.39,0.02,1.63,13.03,5.79,34.11,1.095457293,34.11,1.03,1.1,1.1,2.13
ARES,Ares Management Corporation,178.26,USD,NYSE,-0.37,38492517078.0,USD,101.98,2.29,341.89,23.41,-1.42,14.17,-0.2,186.51,170.44,179.27,1.42,1.8,4.87,13.92,,36.17,1.094260079,36.17,1.04,1.09,1.05,2.13
RCI.A,ROGERS COMMUNICATIONS INC,52.1,CAD,TSX,0.68,19427326148.0,USD,18.4,3.86,-9.63,-9.0,16.42,30.97,6.37,49.75,45.64,47.04,0.82,0.44,1.08,13.93,7.88,38.4,1.089949895,38.4,1.04,1.09,1.14,2.13
NUE,Nucor Corporation,143.25,USD,NYSE,-0.15,32880952663.0,USD,25.86,1.53,217.28,-1.14,1.81,31.68,0.79,141.95,129.81,136.99,1.75,1.48,3.8,6.28,7.4,32.34,1.093474807,32.34,1.03,1.09,1.1,2.13
SNP,OMV PETROM S.A.,0.83,RON,BVB,-0.12,11816707250.0,USD,14.1,5.38,165.66,8.04,7.9,18.17,7.27,0.81,0.74,0.78,1.2,0.75,0.01,9.37,8.23,34.12,1.093008401,34.12,1.03,1.09,1.11,2.13
NXT,NEXT ORD GBP0.10,12150.0,GBX,LSE,-0.41,19059898395.0,USD,20.07,1.9,104.0,21.5,21.2,-6.03,-0.41,12036.67,11004.51,12183.6,1.32,0.36,199.64,46.76,32.12,36.66,1.093793969,36.66,1.04,1.09,1.1,2.13
ENGI,ENGIE,18.86,EUR,EURONEXT,-0.19,53100814698.0,USD,9.17,7.83,67.72,21.68,18.73,-0.32,-5.56,19.03,17.46,19.41,0.72,-0.1,0.28,18.16,9.21,40.09,1.090179349,40.09,1.04,1.09,1.08,2.13
SEB_A,SKANDINAVISKA ENSKILDA BANKEN SER. A,178.5,SEK,OMXSTO,0.11,37182775406.0,USD,11.05,4.77,111.74,17.28,6.57,12.26,5.93,174.9,161.14,169.42,0.75,1.14,2.16,15.21,1.04,36.11,1.085373062,36.11,1.04,1.09,1.11,2.12
ENI,ENI,15.21,EUR,MIL,0.37,53543348685.0,USD,19.28,6.63,92.36,5.21,8.8,18.21,6.65,14.86,13.68,14.4,1.12,0.64,0.16,5.02,6.0,32.22,1.086227449,32.22,1.03,1.09,1.11,2.12
FOX,Fox Corporation,53.98,USD,NASDAQ,-0.06,25110303476.0,USD,11.0,1.0,109.39,45.11,1.14,8.11,5.49,51.72,48.56,51.32,0.59,0.73,1.21,19.96,16.43,54.36,1.065199134,54.36,1.05,1.07,1.11,2.12
CME,CME Group Inc.,273.32,USD,NASDAQ,-0.47,98499114169.0,USD,26.45,3.86,56.98,30.98,10.07,-3.01,-0.61,277.74,257.25,275.73,0.46,0.09,4.75,13.62,,38.03,1.07964167,38.03,1.04,1.08,1.06,2.12
MG,MAGNA INTERNATIONAL INC,61.49,CAD,TSX,0.02,12449145960.0,USD,10.43,4.39,-7.89,10.22,11.58,26.55,8.1,59.21,55.11,56.5,1.67,1.08,1.21,10.19,10.08,48.34,1.074369236,48.34,1.05,1.07,1.12,2.12
LPLA,LPL Financial Holdings Inc.,361.24,USD,NASDAQ,1.67,28900681970.0,USD,24.71,0.34,351.61,63.91,-5.0,-2.3,-5.59,371.08,347.87,373.52,0.66,1.23,11.89,29.46,,56.61,1.066741255,56.61,1.06,1.07,1.04,2.12
FER,FERROVIAL SE,47.26,EUR,BME,0.0,39284742597.0,USD,10.15,1.39,106.47,29.69,9.8,2.21,4.37,45.7,42.3,45.19,0.88,0.91,0.61,69.3,4.68,41.7,1.080265779,41.7,1.04,1.08,1.12,2.12
GWRE,"Guidewire Software, Inc.",213.11,USD,NYSE,-1.41,17942845213.0,USD,541.16,0.0,92.86,45.0,1.61,3.02,-4.02,218.25,204.23,226.95,1.16,0.79,5.16,2.61,1.27,49.63,1.068613935,49.63,1.05,1.07,1.04,2.12
GEN,Gen Digital Inc.,31.19,USD,NASDAQ,-0.8,19208958825.0,USD,32.56,1.59,37.16,23.04,14.12,14.0,2.45,30.39,28.33,30.03,1.0,0.84,0.65,27.54,13.19,51.16,1.072735309,51.16,1.05,1.07,1.1,2.12
BX,Blackstone Inc.,163.44,USD,NYSE,-0.63,200733000000.0,USD,44.12,2.46,206.53,22.64,-0.95,22.43,-2.5,171.62,159.57,160.81,1.7,1.34,3.93,37.72,,44.12,1.075521822,44.12,1.04,1.08,1.02,2.12
WPC,W. P. Carey Inc. REIT,66.52,USD,NYSE,-0.15,14567304767.0,USD,43.71,5.32,-4.49,13.23,8.89,10.41,7.64,65.23,60.13,63.86,0.81,0.23,1.05,3.99,,32.52,1.084755781,32.52,1.03,1.08,1.11,2.12
SRG,SNAM,5.26,EUR,MIL,-0.23,20515879458.0,USD,12.63,5.52,18.83,20.49,19.32,-0.11,1.94,5.14,4.75,5.12,0.53,0.23,0.06,17.62,6.93,39.7,1.081000925,39.7,1.04,1.08,1.11,2.12
ABBN,ABB LTD N,53.32,CHF,SIX,-0.19,120674000000.0,USD,27.07,1.68,124.6,11.39,0.98,12.39,2.5,53.46,48.84,50.33,1.09,1.14,0.88,31.19,22.05,24.76,1.094555375,24.76,1.02,1.09,1.09,2.12
KBX,KNORR BREMSE AG,90.0,EUR,XETR,0.06,16828484476.0,USD,34.38,1.94,-12.45,22.45,6.7,1.64,2.86,89.04,81.39,86.04,1.06,1.14,1.71,14.67,16.96,30.78,1.093951687,30.78,1.03,1.09,1.11,2.12
ATO,Atmos Energy Corporation,166.79,USD,NYSE,0.42,26773725968.0,USD,23.03,2.06,65.37,29.02,12.96,6.6,5.1,161.21,150.57,157.1,0.68,0.29,2.51,9.05,6.04,48.58,1.070642351,48.58,1.05,1.07,1.11,2.12
ABF,ASSOCIATED BRITISH FOODS PLC ORD 5 15/22P,2301.0,GBX,LSE,-1.24,22237219533.0,USD,12.98,2.7,14.42,-5.89,22.17,9.36,3.28,2249.76,2061.8,2160.86,1.6,0.69,36.59,11.89,11.42,25.64,1.091161339,25.64,1.03,1.09,1.12,2.12
F,Ford Motor Company,11.33,USD,NYSE,-1.39,45091817765.0,USD,14.46,6.53,68.35,4.57,20.79,10.0,0.8,11.25,10.36,11.18,0.48,0.27,0.25,7.11,1.53,35.36,1.085520837,35.36,1.04,1.09,1.09,2.12
ICE,Intercontinental Exchange Inc.,179.23,USD,NYSE,-1.14,102595000000.0,USD,34.4,1.03,71.17,13.61,7.5,3.3,-0.78,183.8,168.09,182.08,1.12,0.56,2.73,10.89,,24.41,1.093460083,24.41,1.02,1.09,1.07,2.12
AER,AerCap Holdings N.V.,118.04,USD,NYSE,2.0,20841916767.0,USD,7.36,0.9,301.36,25.57,11.67,7.03,5.7,111.73,103.81,113.62,1.44,0.88,1.89,16.87,5.55,44.28,1.07622942,44.28,1.04,1.08,1.14,2.12
